"","PLT_CN","PREV_PLT_CN","PLOT.STATEAB","INVYR","ELEV","LAT","LON","TPH.PICO","TPH.PIEN","TPH.ABLA","TPH.total","TPH.Allhosts","QMD.PICO","QMD.PIEN","QMD.ABLA","QMD.Allhosts","QMD.total","BA.PICO","BA.PIEN","BA.ABLA","BA.total","BA.Allhosts","BA.Otherhosts","SDI.PICO","SDI.PIEN","SDI.ABLA","stand.MPB","stand.SB","stand.WBBB","stand.allBBs","BA.MPB","BA.SB","BA.WBBB","BA.allBBs","agentSB","agentMPB","agentWBBB","agents","nagents","hostsPICO","hostsPIEN","hostsABLA","hosts","nhosts","STATEFP","STATENS","AFFGEOID","GEOID","STUSPS","NAME","LSAD","ALAND","AWATER"
"4351",37273004010690,-9999,"81424.CO",2010,8800,40.374581,-106.475337,0,14.8708925683,178.4507108196,773.2864135516,193.3216033879,0,28.956,19.2334082089819,20.1485594675,21.6035577340685,0,0.979274563065365,5.18466955880852,28.3453117064808,6.16394412187388,0,0,1.23324045310159,7.56876996978143,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4352",37273008010690,-9999,"83289.CO",2010,10410,40.24506,-106.000539,594.835702732,104.0962479781,0,698.9319507101,698.9319507101,27.4106780561882,31.3591925096477,0,28.0340232286231,28.0340232286231,35.1015978828528,8.03998281044255,0,43.1415806932953,43.1415806932953,0,44.1907503153292,9.10694767497628,0,33,0,0,33,32.4680455606663,0,0,32.4680455606663,"absent","MPB","absent","MPB",1,"PICO","PIEN","absent","PICO+PIEN",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4353",37273009010690,-9999,"85968.CO",2010,9430,40.193839,-106.181684,148.708925683,0,14.8708925683,401.5140993441,163.5798182513,24.8005995411401,0,19.05,24.3340387784833,30.4816070563995,7.18375805974143,0,0.423854987476353,29.2999461662742,7.60761304721778,15.5204770374163,9.3662835782218,0,0.631099769313487,6,0,0,6,5.97239934353346,0,0,5.97239934353346,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4354",37273010010690,-9999,"89130.CO",2010,8400,40.200052,-105.828827,579.9648101637,0,0,579.9648101637,579.9648101637,16.4465534352166,0,0,16.4465534352166,16.4465534352166,12.3208805079548,0,0,12.3208805079548,12.3208805079548,0,19.2292469680095,0,0,30,0,0,30,10.3157638472,0,0,10.3157638472,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4355",37273015010690,-9999,"85745.CO",2010,9980,40.069824,-105.714623,14.8708925683,193.3216033879,104.0962479781,312.2887439343,312.2887439343,34.036,46.1253628144997,18.3508879037812,38.5288223195744,38.5288223195744,1.35302047202229,32.3035521495266,2.75321129465084,36.4097839161998,36.4097839161998,0,1.5972308041096,32.7076529136721,4.11029767218414,0,1,0,1,0,1.08506876793946,0,1.08506876793946,"SB","absent","absent","SB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4356",37273016010690,-9999,"85151.CO",2010,8440,40.153925,-106.000327,104.0962479781,0,0,104.0962479781,104.0962479781,29.6602589238289,0,0,29.6602589238289,29.6602589238289,7.19242353948539,0,0,7.19242353948539,7.19242353948539,0,8.56773949025302,0,0,7,0,0,7,7.19242353948539,0,0,7.19242353948539,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4357",37273019010690,-9999,"87103.CO",2010,9030,39.877657,-106.160133,1323.5094385787,0,14.8708925683,1516.8310419666,1338.380331147,20.7388325622477,0,13.208,20.6702356950493,20.6442971159535,44.7080733750101,0,0.203751801979744,50.7724021558274,44.9118251769899,0,63.1633297979774,0,0.351241117169658,74,0,0,74,40.9819924371047,0,0,40.9819924371047,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4358",37273020010690,-9999,"86453.CO",2010,9880,39.880189,-105.880969,44.6126777049,401.5140993441,356.9014216392,803.0281986882,803.0281986882,18.9293915380289,30.0962709342561,20.2261870891838,25.5855653040132,25.5855653040132,1.25551498690329,28.5638325000242,11.4674437811713,41.2867912680988,41.2867912680988,0,1.85497307169685,33.2574079832496,16.154741646309,0,4,0,4,0,4.71055478881719,0,4.71055478881719,"SB","absent","absent","SB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4359",37273022010690,-9999,"90194.CO",2010,10830,39.746414,-106.046739,14.8708925683,163.5798182513,401.5140993441,579.9648101637,579.9648101637,17.272,26.8567126601357,23.6238712918695,24.4429173360595,24.4429173360595,0.348427637705005,9.26671333419633,17.5992125999959,27.2143535718972,27.2143535718972,0,0.539528337973504,11.7984589010583,23.1749068412623,0,1,23,24,0,0.446761994799519,15.41475818454,15.8615201793395,"SB","absent","WBBB","SB+WBBB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4360",37273031010690,-9999,"84101.CO",2010,10270,38.921235,-106.904676,118.9671405464,282.5469587977,342.0305290709,907.1244466663,743.544628415,34.2133615784828,29.2043614695152,22.6844092064016,27.3513540491143,26.5307394618665,10.9372671248365,18.9267640967707,13.8232486395643,50.1482615582688,43.6872798611715,0,12.7566359798739,22.9866247017151,18.7695026148988,0,0,3,3,0,0,1.50259418760284,1.50259418760284,"absent","absent","WBBB","WBBB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4361",37273032010690,-9999,"80324.CO",2010,10010,38.927705,-106.619192,44.6126777049,0,0,44.6126777049,44.6126777049,13.1369821496415,0,0,13.1369821496415,13.1369821496415,0.60469978213293,0,0,0.60469978213293,0.60469978213293,0,1.0439742522245,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4362",37273035010690,-9999,"88635.CO",2010,9690,38.77559,-107.237936,0,14.8708925683,104.0962479781,743.544628415,118.9671405464,0,20.066,20.237737055878,20.2163497076005,17.4883749753944,0,0.470271818104874,3.34849207706207,17.8606086802724,3.81876389516695,0,0,0.685809262010728,4.6626422626316,0,0,2,2,0,0,1.07361526427788,1.07361526427788,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4363",37273038010690,-9999,"89369.CO",2010,10110,38.748942,-106.612583,386.6432067758,104.0962479781,0,565.0939175954,490.7394547539,19.1726324624049,26.0875612286228,0,20.8321296718954,20.8948977000304,11.1625695981795,5.56406686759846,0,19.3772183394611,16.7266364657779,1.85117252930339,16.3094208322165,7.15345203896519,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","absent","PICO+PIEN",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4364",37273039010690,-9999,"91014.CO",2010,10550,38.654452,-107.064802,0,208.1924959562,118.9671405464,1085.5751574859,327.1596365026,0,28.1052709342165,28.6730451295289,28.3130516771458,23.6469602993125,0,12.9160859383683,7.68183476502475,47.6761132153134,20.597920703393,0,0,15.6753105547553,9.32293354148819,0,1,3,4,0,0.219726425507741,3.76601749672545,3.98574392223319,"SB","absent","WBBB","SB+WBBB",2,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4365",37273043010690,-9999,"81446.CO",2010,9760,38.616176,-106.500285,386.6432067758,0,0,401.5140993441,386.6432067758,20.5881665377132,0,0,20.5881665377132,21.7537870147127,12.8717036116796,0,0,14.9231617510652,12.8717036116796,0,17.9175870133867,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4366",37273049010690,-9999,"84859.CO",2010,9180,38.437902,-106.489146,148.708925683,0,0,371.7723142075,148.708925683,16.9623702706904,0,0,16.9623702706904,22.5144889349059,3.36047304470807,0,0,14.8010161626742,3.36047304470807,0,5.21738413371908,0,0,4,0,0,4,1.42166614199402,0,0,1.42166614199402,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4367",37273052010690,-9999,"83854.CO",2010,9490,38.28804,-107.28632,0,0,208.1924959562,594.835702732,208.1924959562,0,0,23.6995164387076,23.6995164387076,25.210443685108,0,0,9.18405219263872,29.6926054266723,9.18405219263872,0,0,0,12.0996184390323,0,0,8,8,0,0,6.75063477653893,6.75063477653893,"absent","absent","WBBB","WBBB",1,"absent","absent","ABLA","ABLA",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4368",37273054010690,-9999,"82547.CO",2010,9750,38.156158,-107.106443,0,104.0962479781,0,327.1596365026,104.0962479781,0,20.9176363865519,0,20.9176363865519,24.8417619196531,0,3.57726074230264,0,15.8567730034798,3.57726074230264,0,0,5.02447497500541,0,0,1,0,1,0,0.470271818104874,0,0.470271818104874,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4369",37273057010690,-9999,"89382.CO",2010,9790,38.672983,-107.384674,0,297.417851366,223.0633885245,520.4812398905,520.4812398905,0,48.1695112181969,30.1195166362277,41.4087000713618,41.4087000713618,0,54.2003152385428,15.8933187224,70.0936339609427,70.0936339609427,0,0,54.0618021979929,19.0895307111342,0,0,3,3,0,0,5.45510787881788,5.45510787881788,"absent","absent","WBBB","WBBB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4370",37273061010690,-9999,"82220.CO",2010,11110,38.180473,-107.424163,0,550.2230250271,59.4835702732,639.4483804369,609.7065953003,0,29.0231256088676,32.0661796757893,29.3339089808631,29.0670609821415,0,36.4013444924491,4.8037652100631,42.4324430422482,41.2051097025122,0,0,44.0281256368742,5.6108259465152,0,11,0,11,0,10.2371717135222,0,10.2371717135222,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4371",37273063010690,-9999,"85520.CO",2010,10680,38.01414,-107.449012,0,371.7723142075,416.3849919124,803.0281986882,788.1573061199,0,30.2087914038281,17.7985219851858,24.4503052911449,24.5141071720845,0,26.6461241566867,10.3598447658976,37.9012260081321,37.0059689225843,0,0,32.037939119849,15.617485404756,0,1,2,3,0,0.583525870758556,0.527011872428375,1.11053774318693,"SB","absent","WBBB","SB+WBBB",2,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4372",37273068010690,-9999,"84149.CO",2010,11170,37.697058,-107.438964,0,416.3849919124,0,416.3849919124,416.3849919124,0,30.6626577522003,0,30.6626577522003,30.6626577522003,0,30.7471566355135,0,30.7471566355135,30.7471566355135,0,0,35.9904508096895,0,0,1,0,1,0,0.57033927114818,0,0.57033927114818,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4373",37273069010690,-9999,"81800.CO",2010,10670,37.656765,-107.323304,0,178.4507108196,14.8708925683,208.1924959562,193.3216033879,0,32.662217423194,32.004,32.6120569728436,33.7177568521819,0,14.9520215662125,1.19628831665326,18.5897146107295,16.1483098828657,0,0,17.4190156748577,1.44741434393755,0,5,0,5,0,9.54875586186282,0,9.54875586186282,"SB","absent","absent","SB",1,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4374",37273072010690,-9999,"89345.CO",2010,9490,37.476864,-107.32009,0,148.708925683,0,401.5140993441,148.708925683,0,29.9671563882862,0,29.9671563882862,30.1362196036596,0,10.4886213300926,0,28.6397119617822,10.4886213300926,5.13305344033362,0,12.7066639107396,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4375",37273073010690,-9999,"89971.CO",2010,10650,38.005281,-107.14411,0,297.417851366,0,371.7723142075,297.417851366,0,25.3625709225228,0,25.3625709225228,25.8750586658272,0,15.0260172280261,0,19.5492469503782,15.0260172280261,4.52322972235209,0,19.2228412904175,0,0,3,0,3,0,0.679373611926541,0,0.679373611926541,"SB","absent","absent","SB",1,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4376",37273074010690,-9999,"89942.CO",2010,10220,37.990947,-105.171466,0,74.3544628415,0,877.3826615297,74.3544628415,0,28.4098744523801,0,28.4098744523801,20.9762341823926,0,4.71341816473259,0,30.3203629201239,4.71341816473259,0.227939793265061,0,5.80948946048378,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","absent","PIEN",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4377",37273092010690,-9999,"81099.CO",2010,9080,40.949167,-106.845502,327.1596365026,74.3544628415,133.8380331147,535.3521324588,535.3521324588,26.0575461134495,34.3572910107884,27.8021407009524,27.7872143280162,27.7872143280162,17.4468508604977,6.89342681231985,8.12505521592892,32.4653328887465,32.4653328887465,0,22.2142060097246,7.84868016959269,9.97517627304546,16,4,2,22,15.6063029628804,6.59435473315654,0.956141499748878,23.1567991957858,"SB","MPB","WBBB","MPB+SB+WBBB",3,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4378",37273093010690,-9999,"88180.CO",2010,9940,40.912116,-106.723437,356.9014216392,371.7723142075,118.9671405464,877.3826615297,847.6408763931,27.6235948058901,23.3668404060112,24.7240982747602,25.4275685476534,25.1879938684812,21.3894180880067,15.942900336935,5.71160607923912,43.7186262922453,43.0439245041808,0,26.2458259418292,21.3478545684778,7.50683679301433,24,23,0,47,21.3894180880067,15.2718907967613,0,36.661308884768,"SB","MPB","absent","MPB+SB",2,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4379",37273094010690,-9999,"91129.CO",2010,9070,40.915773,-106.546153,14.8708925683,0,0,460.9976696173,14.8708925683,12.7,0,0,12.7,23.887285253335,0.188379994433935,0,0,20.6596339895696,0.188379994433935,0,0.329876977693224,0,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4380",37273097010690,-9999,"80067.CO",2010,9290,40.780808,-106.593576,29.7417851366,44.6126777049,14.8708925683,89.2253554098,89.2253554098,13.725404183484,15.6967067883681,12.7,14.5900836872172,14.5900836872172,0.440055666997671,0.863307838491835,0.188379994433935,1.49174349992344,1.49174349992344,0,0.746699552054681,1.37746305159541,0.329876977693224,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4381",37273101010690,-9999,"90071.CO",2010,8780,40.598784,-106.595818,847.6408763931,0,14.8708925683,862.5117689614,862.5117689614,22.1960225629286,0,15.494,22.097697976533,22.097697976533,32.7983887189057,0,0.280384783715468,33.0787735026212,33.0787735026212,0,45.1606795431152,0,0.453448256118502,48,0,0,48,30.6861968693146,0,0,30.6861968693146,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4382",37273105010690,-9999,"90124.CO",2010,9520,40.411746,-106.603411,0,0,59.4835702732,208.1924959562,59.4835702732,0,0,48.2945784017212,48.2945784017212,32.9430823911268,0,0,10.8964263420432,17.7453201236789,10.8964263420432,0,0,0,11.0255712662294,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","absent","ABLA","ABLA",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4383",37273106010690,-9999,"81434.CO",2010,9850,40.419263,-106.301875,133.8380331147,59.4835702732,133.8380331147,1100.4460500542,327.1596365026,24.7232465685413,28.8826593131588,21.165819983066,24.1866884350575,24.0213265515728,6.42511414615709,3.89728067684701,4.70912310085949,49.8715690224443,15.0315179238636,0,8.35736689080867,4.88636756336876,6.46425696153496,9,0,0,9,6.42511414615709,0,0,6.42511414615709,"absent","MPB","absent","MPB",1,"PICO","PIEN","ABLA","PICO+PIEN+ABLA",3,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4384",37273107010690,-9999,"91098.CO",2010,9500,40.375897,-106.124724,713.8028432784,0,29.7417851366,743.544628415,743.544628415,19.7608830415883,0,27.2011350130836,20.1114113995015,20.1114113995015,21.8917898571631,0,1.72834877293246,23.6201386300955,23.6201386300955,0,31.5484680007381,0,2.18501898686624,25,0,0,25,12.5263654058834,0,0,12.5263654058834,"absent","MPB","absent","MPB",1,"PICO","absent","ABLA","PICO+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4385",37273108010690,-9999,"80760.CO",2010,9070,40.952928,-106.206414,803.0281986882,0,0,832.7699838248,803.0281986882,22.0471468936039,0,0,22.0471468936039,21.9217335748926,30.6567342381852,0,0,31.4315034792931,30.6567342381852,0,42.1834625223452,0,0,49,0,0,49,29.1549689225579,0,0,29.1549689225579,"absent","MPB","absent","MPB",1,"PICO","absent","absent","PICO",1,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4386",37273162010690,-9999,"83893.CO",2010,10610,39.292918,-106.385923,639.4483804369,59.4835702732,0,698.9319507101,698.9319507101,23.9221743022836,21.2864275302363,0,23.7092657136583,23.7092657136583,28.7406836387987,2.11686367345301,0,30.8575473122518,30.8575473122518,0,37.916555917908,2.87608818407569,0,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"PICO","PIEN","absent","PICO+PIEN",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4387",37273169010690,-9999,"83406.CO",2010,11410,37.512532,-107.494861,0,594.835702732,14.8708925683,609.7065953003,609.7065953003,0,39.8544940276501,24.638,39.5530698793159,39.5530698793159,0,74.2064967034199,0.708986947051556,74.9154836504715,74.9154836504715,0,0,77.0484047128791,0.952433746409801,0,0,0,0,0,0,0,0,"absent","absent","absent","none",0,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
"4388",37273171010690,-9999,"80388.CO",2010,8930,37.386176,-107.489039,0,59.4835702732,29.7417851366,966.6080169395,89.2253554098,0,45.8649383189381,31.4437227439755,41.6168749187154,24.9230428096633,0,9.82763360562281,2.30953873176004,47.1566365426624,12.1371723373829,11.0147289785477,0,10.1933875843333,2.80267093164398,0,2,2,4,0,5.98430495918168,2.30953873176004,8.29384369094172,"SB","absent","WBBB","SB+WBBB",2,"absent","PIEN","ABLA","PIEN+ABLA",2,"08","01779779","0400000US08","08","CO","Colorado","00",268422891711,1181621593
